epoch,loss,lr,val_loss
0,32.204122040303545,0.001,14.579066236877441
1,11.455503750610351,0.001,9.038315492248536
2,8.285485419464111,0.001,7.538678688812256
3,6.936915990447998,0.001,6.490521504211426
4,6.1133712341308595,0.001,6.019891539764404
5,5.584588563283284,0.001,5.513390968322754
6,5.152072701263427,0.001,5.228333812713623
7,4.876524069213867,0.001,5.071313442230225
8,4.632311001332601,0.001,4.858530065917969
9,4.419532294972738,0.001,4.694754139709473
10,4.230918462371826,0.001,4.5236853370666505
11,4.0672490013122555,0.001,4.536202125549316
12,3.932291989262899,0.001,4.401677750015259
13,3.8133305770874024,0.001,4.326274504852295
14,3.7098632371266684,0.001,4.254569723510742
15,3.5962849630991616,0.001,4.144962215423584
16,3.5297899735768636,0.001,4.137885968017578
17,3.4389421286265054,0.001,4.042289331817627
18,3.3606338434855143,0.001,4.033791227722168
19,3.300491536839803,0.001,3.9437045211791992
20,3.2278648061116537,0.001,4.086249913787841
21,3.167575279744466,0.001,3.8971052852630614
22,3.1195338373819985,0.001,3.88543759765625
23,3.067559574254354,0.001,3.865270520019531
24,3.016999024327596,0.001,3.853455591201782
25,2.984596457036336,0.001,3.890770566558838
26,2.938825397618612,0.001,3.8175966346740724
27,2.9024244655609133,0.001,3.8648215358734133
28,2.8525518463134767,0.001,3.7807621070861814
29,2.840046672439575,0.001,3.8974097396850587
30,2.8026206553141275,0.001,3.772693825149536
31,2.7601024941762287,0.001,3.751229912948608
32,2.7448756663004557,0.001,3.8062025955200194
33,2.701072805404663,0.001,3.7583188262939453
34,2.6784942119598387,0.001,3.76229058303833
35,2.6562195954640706,0.001,3.7728521545410154
36,2.6216006846110025,0.001,3.7586216819763183
37,2.6112041263580323,0.001,3.783282946395874
38,2.582533984375,0.001,3.6760835746765137
39,2.5598042176564535,0.001,3.7317253829956054
40,2.5437632406870523,0.001,3.78994580078125
41,2.5184675329844155,0.001,3.7545059272766115
42,2.4969890300750732,0.001,3.7752588150024415
43,2.486305054092407,0.001,3.668316845703125
44,2.46044798227946,0.001,3.6709765075683594
45,2.449526949564616,0.001,3.7028201072692872
46,2.439605025736491,0.001,3.6898416248321535
47,2.4050210028330485,0.001,3.6731064781188967
48,2.4056276580810545,0.001,3.658429992675781
49,2.3828322308858234,0.001,3.6897826194763184
50,2.37717133102417,0.001,3.7144290336608887
51,2.3495858132680256,0.001,3.6745540618896486
52,2.332615207290649,0.001,3.6793917701721193
53,2.3301048014322916,0.001,3.760778081512451
54,2.3143104447682696,0.001,3.681398014831543
55,2.3356527628580728,0.001,3.8092044776916505
56,2.2789964921315513,0.001,3.651204990386963
57,2.2650505992889403,0.001,3.7314195056915285
58,2.2692122458140056,0.001,3.7001362014770507
59,2.2433337106068927,0.001,3.7190805931091306
60,2.2471387645721435,0.001,3.687650650405884
61,2.238410789489746,0.001,3.712069345474243
62,2.236079638671875,0.001,3.685471388244629
63,2.2191507762908937,0.001,3.723481759262085
64,2.1960213428497313,0.001,3.718612286376953
