epoch,loss,lr,val_loss
0,53.91501275227865,0.001,53.2535900756836
1,52.949360544840495,0.001,53.0644473449707
2,49.179318556722,0.001,46.025537890625
3,43.79767787068685,0.001,39.994747216796874
4,36.196923923746745,0.001,32.87509069824219
5,31.327957712809244,0.001,29.900653457641603
6,29.208910115559895,0.001,28.44539980163574
7,27.848560546875,0.001,27.27537670288086
8,26.76107666422526,0.001,26.2627629699707
9,25.140891311645507,0.001,24.077559579467774
10,23.510217354329427,0.001,23.011954888916016
11,22.6614206451416,0.001,22.306605096435547
12,22.041739618937175,0.001,21.976627825927736
13,21.555830146280925,0.001,21.43001135559082
14,21.11539851989746,0.001,20.9466940032959
15,20.55932231547038,0.001,20.367095458984377
16,19.90534132792155,0.001,19.55187971191406
17,19.054361486816408,0.001,18.58553262939453
18,18.10387880859375,0.001,17.673008715820313
19,17.290612503051758,0.001,17.038024125671388
20,16.631617139689126,0.001,16.507796919250488
21,15.979351936340333,0.001,15.67479801940918
22,15.286985160319011,0.001,15.146971113586426
23,14.71032650349935,0.001,14.623514682006835
24,14.272912391153971,0.001,14.25612945098877
25,13.914885855611166,0.001,13.937605711364746
26,13.6024128616333,0.001,13.68985364074707
27,13.338636973571777,0.001,13.477338677978516
28,13.096993686421712,0.001,13.243142544555663
29,12.870060805257161,0.001,13.060690164184571
30,12.672512928771972,0.001,12.944582781982422
31,12.487542525227864,0.001,12.82734857635498
32,12.314400335184732,0.001,12.661333061218262
33,12.14182777150472,0.001,12.478005499267578
34,11.962265551757813,0.001,12.33020122680664
35,11.762565261332194,0.001,12.146040563964844
36,11.585318083190918,0.001,11.957950518798828
37,11.38868804880778,0.001,11.841884875488281
38,11.20087983601888,0.001,11.681775390625
39,11.023235123697917,0.001,11.490393650817872
40,10.84498397878011,0.001,11.333046789550782
41,10.64635798288981,0.001,11.17642674255371
42,10.4402409866333,0.001,10.955091738891602
43,10.230220558166504,0.001,10.854675819396972
44,10.047010201009115,0.001,10.569165225219727
45,9.883750339253744,0.001,10.488779565429688
46,9.72695935312907,0.001,10.332321020507813
47,9.601590860493978,0.001,10.224855361938477
48,9.467855945841471,0.001,10.138329496765136
49,9.344667354838053,0.001,10.013364138793944
50,9.226228887430826,0.001,9.905108367919922
51,9.118929303487143,0.001,9.851506759643554
52,9.020509410095215,0.001,9.836399963378906
53,8.929243918355306,0.001,9.802318789672851
54,8.83563882598877,0.001,9.640881686401368
55,8.751341852060953,0.001,9.623450252532958
56,8.652243031056722,0.001,9.504595690917968
57,8.562686906433106,0.001,9.403824402618408
58,8.47555802154541,0.001,9.340608912658691
59,8.377584935506185,0.001,9.243390368652344
60,8.282469164530436,0.001,9.18469313659668
61,8.177603002166748,0.001,9.059651797485351
62,8.071991464233399,0.001,8.972318440246582
63,7.977575702412923,0.001,8.858065916442872
64,7.865587286376953,0.001,8.776028819274902
65,7.749088468424479,0.001,8.629836748504639
66,7.63394668375651,0.001,8.508029167938233
67,7.517228329976399,0.001,8.354290119934083
68,7.3882630335489905,0.001,8.233656864929198
69,7.287545582326254,0.001,8.146251900482177
70,7.173695470937093,0.001,8.06684973297119
71,7.071078796641032,0.001,7.953196041107177
72,6.965714708455404,0.001,7.864951905059814
73,6.87703175684611,0.001,7.723880708312988
74,6.777009024302164,0.001,7.712663040161133
75,6.686507065582275,0.001,7.574292984771729
76,6.593018436686198,0.001,7.516723334503173
77,6.508036968994141,0.001,7.394072617340088
78,6.4278507230122885,0.001,7.339188293457031
79,6.355870895640055,0.001,7.302001304626465
80,6.284354262288412,0.001,7.170642527770996
81,6.211017383829753,0.001,7.119456233215332
82,6.149092710113526,0.001,7.118069322967529
83,6.083303656768799,0.001,7.01280990524292
84,6.026118660227458,0.001,6.950717163848877
85,5.966161828613282,0.001,6.891798933410644
86,5.9059880971272785,0.001,6.874171668243409
87,5.84702112121582,0.001,6.822151957702637
88,5.793347373708089,0.001,6.744735946655274
89,5.730177158864339,0.001,6.729856768798828
90,5.682141721343994,0.001,6.654341290283203
91,5.629296817270915,0.001,6.648502421569824
92,5.570217829386393,0.001,6.602759087371826
93,5.525833951568604,0.001,6.512093326568603
94,5.472900472005208,0.001,6.492828617858887
95,5.423092518615722,0.001,6.444770564270019
96,5.372031458536783,0.001,6.387231285095215
97,5.328866938781738,0.001,6.375227198028565
98,5.278845466868082,0.001,6.288768037414551
99,5.233529047393799,0.001,6.2700038848876956
100,5.195200130462647,0.001,6.247856777954102
101,5.149082392883301,0.001,6.192756917572021
102,5.110670255788167,0.001,6.182015888977051
103,5.07766143544515,0.001,6.109597496032714
104,5.032400596110026,0.001,6.079597151184082
105,4.996970245869955,0.001,6.09365245513916
106,4.956263176727295,0.001,6.077143214416504
107,4.926951511128744,0.001,6.037579897308349
108,4.894076683298747,0.001,6.040597048950195
109,4.851848979949951,0.001,5.96628793258667
110,4.815486654408772,0.001,5.934235656738282
111,4.780563696543376,0.001,5.89903794631958
112,4.74936150487264,0.001,5.90722138671875
113,4.712448086547852,0.001,5.858656317901612
114,4.682672850545248,0.001,5.851390098571778
115,4.655403682200114,0.001,5.806095472717285
116,4.623931769053141,0.001,5.763010611724853
117,4.594536763254801,0.001,5.758650238037109
118,4.560792257944743,0.001,5.763307960510254
119,4.540689720408122,0.001,5.679692445373536
120,4.509847625732422,0.001,5.669078080749512
121,4.468283178202311,0.001,5.676088536071777
122,4.444691543324788,0.001,5.654339582824707
123,4.421702857716879,0.001,5.65398839187622
124,4.389286144256592,0.001,5.6323569412231445
125,4.36306112391154,0.001,5.6132313423156734
126,4.333186206817627,0.001,5.519926084899902
127,4.309050417582194,0.001,5.525702833557129
128,4.2828374824523925,0.001,5.508986036682129
129,4.2623321815490725,0.001,5.465353268432617
130,4.234281947580973,0.001,5.489133781433106
131,4.204004366811117,0.001,5.449969757080078
132,4.19084938659668,0.001,5.424464186096191
133,4.159762507883707,0.001,5.387762461090088
134,4.137437258529663,0.001,5.379034400177002
135,4.107335265731812,0.001,5.374611340332031
136,4.086593339920044,0.001,5.342959510803222
137,4.067913629786173,0.001,5.322209869384766
138,4.042204218292237,0.001,5.322318843078613
139,4.019147912724812,0.001,5.2492595962524415
140,3.9982878808339435,0.001,5.2619711166381835
141,3.9799222295125327,0.001,5.23090591506958
142,3.9470048948923746,0.001,5.2502636703491214
143,3.934963317489624,0.001,5.245836056518555
144,3.9101301680246987,0.001,5.240212854766845
145,3.89427127011617,0.001,5.206719138336181
146,3.8687606165568034,0.001,5.162248033905029
147,3.849529729334513,0.001,5.155100752258301
148,3.8307167112986247,0.001,5.1592286148071285
149,3.8150028591156007,0.001,5.129489344024658
150,3.792153326034546,0.001,5.102803381347656
151,3.7662736311594647,0.001,5.115312452697754
152,3.7506850589752196,0.001,5.061519274902344
153,3.732089780298869,0.001,5.070225716400146
154,3.713171117401123,0.001,5.069457884216309
155,3.6939269335428873,0.001,5.026607469940186
156,3.6803460372924803,0.001,5.051506675720215
157,3.6620449625651044,0.001,4.992792842102051
158,3.6406438735961912,0.001,4.996352638244629
