,h3,h5,h8,relu
0,0.43132,0.4336,0.4051799999809265,0.42744
1,0.519119999961853,0.5199799999809265,0.48239999998092653,0.5075800000190734
2,0.5640399999904633,0.564680000038147,0.5147600000190735,0.5441800000381469
3,0.59372,0.5999199999809265,0.5104800000190735,0.574459999961853
4,0.623719999961853,0.6245800000190734,0.5371200000190735,0.598079999961853
5,0.64808,0.655,0.5727800000190735,0.61908
6,0.6716,0.683,0.598619999961853,0.638800000038147
7,0.6941000000190735,0.7072799999809265,0.6170200000190735,0.65696
8,0.7128200000381469,0.73044,0.626980000038147,0.6752799999618531
9,0.7347199999809265,0.75064,0.6302400000190734,0.69144
10,0.7500000000190735,0.7714800000190735,0.660479999961853,0.7067600000190735
11,0.7644999999809265,0.78804,0.6818000000190735,0.7236999999809265
12,0.77796,0.8024600000190735,0.6823199999809265,0.7374
13,0.7924599999809265,0.8176,0.6992599999809265,0.752680000038147
14,0.8057399999809265,0.8309400000190735,0.7251400000381469,0.770160000038147
15,0.8125999999618531,0.8432199999809266,0.7407800000381469,0.7778199999809265
16,0.8201,0.8476600000190735,0.755480000038147,0.7912200000190734
17,0.83168,0.8584800000190735,0.7638,0.8028400000381469
18,0.840279999961853,0.86466,0.783900000038147,0.8153799999618531
19,0.8480599999809265,0.8788800000381469,0.7988000000190735,0.8248599999809265
20,0.8539200000381469,0.8770000000190735,0.81104,0.8369199999809265
21,0.8604599999809265,0.888259999961853,0.824299999961853,0.8432800000190734
22,0.8684,0.8941200000190734,0.8349000000190735,0.8522799999809265
23,0.872159999961853,0.896060000038147,0.84276,0.8620200000190735
24,0.8784600000190735,0.904060000038147,0.841899999961853,0.8683599999809265
25,0.88018,0.9103799999809266,0.8568999999809265,0.8761000000381469
26,0.885020000038147,0.91496,0.8567599999809266,0.8864400000381469
27,0.8904200000381469,0.915780000038147,0.866859999961853,0.8915600000190735
28,0.89672,0.9204999999809265,0.87686,0.8972199999809265
