epoch,loss,lr,val_loss
0,31.28023812713623,0.001,13.812700881958008
1,11.137029249064128,0.001,8.84027377166748
2,8.140801068369548,0.001,7.256980325317383
3,6.836737818400065,0.001,6.493736125946045
4,6.111566532389323,0.001,5.998442839050293
5,5.568910734049479,0.001,5.606895964050293
6,5.1707568417867025,0.001,5.389768605041504
7,4.859891327667237,0.001,5.109027238464355
8,4.595414738464355,0.001,4.804534826660157
9,4.394341814422607,0.001,4.704891017913818
10,4.229704265594482,0.001,4.530576717758179
11,4.054675294621785,0.001,4.44940710029602
12,3.9397833994547526,0.001,4.392960440063477
13,3.8055778396606446,0.001,4.30534822883606
14,3.684210671106974,0.001,4.196423094940186
15,3.5827192048390706,0.001,4.089323835372925
16,3.506033081563314,0.001,4.130663310241699
17,3.425396706008911,0.001,4.011576759338379
18,3.346850029627482,0.001,4.10235178604126
19,3.2972669920603432,0.001,3.9533185398101804
20,3.224210879135132,0.001,3.990865078353882
21,3.1703554854075113,0.001,3.840232191467285
22,3.1176797382354735,0.001,3.863131025314331
23,3.0680132892608643,0.001,3.8620021492004395
24,3.01475740814209,0.001,3.891443116760254
25,2.9949475264231364,0.001,3.9165575061798097
26,2.9450756231943767,0.001,3.799826861190796
27,2.901545076115926,0.001,3.7311950260162354
28,2.8489262739817303,0.001,3.8286091102600097
29,2.8455690092722574,0.001,3.7219771297454836
30,2.797431040064494,0.001,3.7209621017456054
31,2.767257627741496,0.001,3.7296537242889403
32,2.740287576675415,0.001,3.7395520195007323
33,2.6983777440388996,0.001,3.694526385498047
34,2.679690176264445,0.001,3.729048927307129
35,2.660150895055135,0.001,3.693790824127197
36,2.641566192626953,0.001,3.682779214477539
37,2.6125613854726155,0.001,3.676286114501953
38,2.586416362889608,0.001,3.7404171974182128
39,2.5811739205678306,0.001,3.7328630867004393
40,2.52630707766215,0.001,3.6662503456115725
41,2.52890809580485,0.001,3.6317015579223635
42,2.5120161051432293,0.001,3.669368370819092
43,2.4884034430185955,0.001,3.6973309509277343
44,2.4754327044169107,0.001,3.70138090133667
45,2.4528247608184817,0.001,3.6539293811798097
46,2.4296514818827313,0.001,3.6802759826660156
47,2.410598443222046,0.001,3.6962738861083984
48,2.4165015694936116,0.001,3.6753474639892576
49,2.379824100748698,0.001,3.6255997329711915
50,2.377856496302287,0.001,3.638418532562256
51,2.3666504156748456,0.001,3.6804561851501463
52,2.3485158946990965,0.001,3.713985527038574
53,2.3309263614654543,0.001,3.637905142211914
54,2.319165474319458,0.001,3.6913777847290037
55,2.2966896905263265,0.001,3.68264108505249
56,2.2972425935109455,0.001,3.703222509384155
57,2.2915184796651205,0.001,3.690589870452881
58,2.28119491259257,0.001,3.730416044998169
59,2.2485693031311036,0.001,3.692622832107544
60,2.246269936243693,0.001,3.7120213104248045
61,2.2326600699106853,0.001,3.723511312866211
62,2.231499754969279,0.001,3.6901824012756346
63,2.215508128356934,0.001,3.6663563095092773
64,2.2057777123769124,0.001,3.6516518005371092
65,2.1931368971506755,0.001,3.693843500137329
66,2.2132895544687905,0.001,3.690172339248657
67,2.165741768391927,0.001,3.7227275386810303
68,2.16674648882548,0.001,3.710234924697876
69,2.1700071506500245,0.001,3.686279745864868
70,1.7997891621271769,0.0005,3.4069786392211916
71,1.7544660467147828,0.0005,3.423018858718872
72,1.754026929473877,0.0005,3.460216272354126
73,1.755211725616455,0.0005,3.449653758239746
74,1.7530028598149618,0.0005,3.4913912269592284
75,1.748247293663025,0.0005,3.479774399185181
76,1.7452255472183227,0.0005,3.4975148963928224
77,1.7383010964075725,0.0005,3.502308980178833
78,1.729421219952901,0.0005,3.518011315536499
79,1.7266457204182943,0.0005,3.498123505783081
80,1.7141682828903197,0.0005,3.5583648052215575
81,1.7147822346369426,0.0005,3.5112893230438234
82,1.7044986733118692,0.0005,3.52942633895874
83,1.7014381008783976,0.0005,3.5198945281982423
84,1.6947806230545044,0.0005,3.525535948562622
85,1.6906549547831218,0.0005,3.5399150390625
86,1.684979462369283,0.0005,3.5260254329681398
87,1.6795170183181762,0.0005,3.5620409828186035
88,1.6742135127385458,0.0005,3.539774348831177
89,1.6732352084477742,0.0005,3.5821529029846193
90,1.6674965841293334,0.0005,3.555171515274048
91,1.5269423130671183,0.00025,3.485939267730713
92,1.5125800079345704,0.00025,3.490750619888306
93,1.5138678681055704,0.00025,3.4936932106018066
94,1.5116380211512248,0.00025,3.508990608215332
95,1.510387352180481,0.00025,3.507661361694336
96,1.5083936693827311,0.00025,3.517474574279785
97,1.5053547365824382,0.00025,3.517831572723389
98,1.5030223803202312,0.00025,3.531222040939331
99,1.5001434785842895,0.00025,3.5302919692993164
100,1.4944240102767945,0.00025,3.5467729694366454
101,1.4941378295262655,0.00025,3.5550389976501466
102,1.4897563987731934,0.00025,3.544686349487305
