epoch,loss,lr,val_loss
0,31.041665008036297,0.001,12.203761712646484
1,9.312133310190836,0.001,7.117148024749756
2,6.420022529856364,0.001,5.74571561126709
3,5.247577446492513,0.001,4.9409602226257325
4,4.601760413106282,0.001,4.451239289093017
5,4.194826017506918,0.001,4.230188991165162
6,3.925289683151245,0.001,4.004422164535522
7,3.7094222671508787,0.001,3.907281845855713
8,3.5438915086110434,0.001,3.7182427772521973
9,3.400217200724284,0.001,3.6641145271301268
10,3.272200610224406,0.001,3.5697306045532224
11,3.1669890982309976,0.001,3.479825513458252
12,3.062309396489461,0.001,3.395703360748291
13,2.979652509180705,0.001,3.3316985153198244
14,2.8945137093861897,0.001,3.3293626327514647
15,2.8285689774831138,0.001,3.3227730838775633
16,2.7660897363026935,0.001,3.254736566925049
17,2.7067107889811197,0.001,3.1917714889526367
18,2.6495472062428793,0.001,3.1939906753540037
19,2.6014185652414956,0.001,3.150594994354248
20,2.548553634770711,0.001,3.138637707901001
21,2.5050524214426675,0.001,3.095609058380127
22,2.4702684978485108,0.001,3.089659250640869
23,2.4320291909535725,0.001,3.0514516719818117
24,2.3934955600738523,0.001,3.0699434516906736
25,2.3564326175689696,0.001,3.045163996505737
26,2.326343995666504,0.001,3.039090198135376
27,2.2955771817525226,0.001,3.0417649089813232
28,2.268947843551636,0.001,3.039816645050049
29,2.2416948668162027,0.001,3.024406011581421
30,2.2073163455963134,0.001,2.995429203033447
31,2.1868524922688803,0.001,2.999060256958008
32,2.161130607096354,0.001,2.990643878555298
33,2.140368341954549,0.001,2.972865096282959
34,2.1174731281280517,0.001,2.9923940467834473
35,2.0946943798065187,0.001,2.960830780029297
36,2.0765199701944987,0.001,2.981000925064087
37,2.056101482772827,0.001,2.9873180900573733
38,2.0358271099726357,0.001,2.9704684200286864
39,2.0148038191477458,0.001,2.9732547874450685
40,2.00170791982015,0.001,2.9624889122009277
41,1.9814438810984294,0.001,2.9478998447418214
42,1.9650595813751222,0.001,2.9409713287353516
43,1.952827012125651,0.001,2.968183716201782
44,1.9378825017293295,0.001,2.9752006591796873
