0,0,200.18621064722538,748.432249546051,310.2164307832718
0,1,67.94541804492474,813.000039100647,223.37723863124847
0,2,52.73533375561237,812.448361158371,220.7165893316269
0,3,44.64545363932848,803.9857614040375,229.00012403726578
0,4,38.068220257759094,792.8671674728394,240.54181003570557
0,5,31.869115080684423,785.0538339614868,248.1362520456314
0,6,28.54751961119473,776.5332989692688,256.9264597296715
0,7,24.584689578041434,770.5096764564514,262.1348721385002
0,8,26.43541692197323,769.7850477695465,263.26873859763145
0,9,19.59709700755775,761.6138341426849,270.31047827005386
1,0,168.94352570176125,689.8394620418549,261.6205812096596
1,1,46.93402003496885,722.214914560318,176.41141879558563
1,2,35.208722315728664,721.7879071235657,172.4395307302475
1,3,31.45342668890953,719.1182687282562,174.44696348905563
1,4,28.76942954212427,715.2916262149811,178.07982018589973
1,5,24.54143525287509,712.4482424259186,181.3228661119938
1,6,21.98849542066455,708.8519468307495,185.96426784992218
1,7,20.155506808310747,705.7889139652252,188.0076635479927
1,8,17.90794954262674,702.5460114479065,191.01763805747032
1,9,17.082209832966328,700.5981998443604,194.28771859407425
2,0,157.56270433962345,606.2366099357605,226.95898401737213
2,1,34.5403521284461,608.1493895053864,133.39356818795204
2,2,25.58747809380293,607.13631772995,128.83996015787125
2,3,22.546607442200184,606.1393368244171,127.79673045873642
2,4,21.21008386462927,605.0091116428375,128.84229308366776
2,5,18.97079072520137,603.2693333625793,130.3142663538456
2,6,18.68583409115672,602.8647224903107,130.87294483184814
2,7,16.72578566148877,601.0739085674286,132.23684898018837
2,8,15.024110930040479,599.354986667633,133.91251063346863
2,9,14.27673877030611,598.3072443008423,135.27575433254242
3,0,150.4639625325799,547.6337859630585,203.16228556632996
3,1,28.67334186285734,528.7122731208801,109.95195296406746
3,2,20.64291939139366,525.169869184494,104.39643490314484
3,3,18.77701284363866,524.5204231739044,102.73981189727783
3,4,17.032053843140602,523.7402453422546,102.49840167164803
3,5,15.487836513668299,522.4393668174744,102.49278953671455
3,6,15.421610988676548,522.4049034118652,103.12713572382927
3,7,14.316092763096094,521.135959148407,103.38630777597427
3,8,13.424084082245827,520.8309347629547,104.45736828446388
3,9,13.234752830117941,520.4946053028107,104.44877961277962
4,0,141.87209636718035,544.9049623012543,197.80349269509315
4,1,29.623785242438316,526.0897114276886,108.58856889605522
4,2,19.896687503904104,522.7137608528137,102.24255591630936
4,3,18.6004004701972,521.6160261631012,101.26528772711754
4,4,17.399364840239286,521.2708854675293,100.92111963033676
4,5,17.534869592636824,521.1212804317474,101.16292786598206
4,6,15.545231316238642,519.7530539035797,100.83057472109795
4,0,154.67658206820488,545.3995008468628,204.9937635064125
4,1,29.60516456142068,526.5648295879364,109.96260693669319
4,2,21.127311300486326,523.259800195694,103.48512521386147
4,3,18.789407953619957,522.0713655948639,101.94866442680359
4,4,17.132208943367004,520.9125730991364,101.51461067795753
4,5,16.885785091668367,521.01731133461,101.79718959331512
4,6,15.060477383434772,519.568178653717,101.42214998602867
4,7,14.619280237704515,518.7947554588318,102.02489736676216
4,8,13.73886826261878,518.3183677196503,103.02480855584145
4,9,13.17311617359519,517.7142353057861,103.63318353891373
5,0,145.35294475406408,544.1503348350525,198.95231357216835
5,1,27.12903656810522,525.533522605896,107.87436029314995
5,2,21.875270642340183,523.006368637085,103.38335719704628
5,3,18.75637499988079,521.2185218334198,101.35289412736893
5,4,17.185030691325665,520.72687292099,100.39900490641594
