2.31612229347229,2.316049098968506,2.315462112426758,2.314732074737549,2.3089499473571777,2.3018887042999268,2.31612229347229,2.3018887042999268
2.3079097270965576,2.3078486919403076,2.3073604106903076,2.3067502975463867,2.301912784576416,2.295976400375366,2.3079097270965576,2.295976400375366
2.294797897338867,2.2947235107421875,2.29413104057312,2.2933919429779053,2.2875359058380127,2.280359983444214,2.294797897338867,2.280359983444214
2.305619955062866,2.3055474758148193,2.3049657344818115,2.3042402267456055,2.2985031604766846,2.291499137878418,2.305619955062866,2.291499137878418
2.283243417739868,2.283130168914795,2.2822234630584717,2.2810916900634766,2.2721498012542725,2.261244535446167,2.283243417739868,2.261244535446167
2.27032470703125,2.2702527046203613,2.2696778774261475,2.2689602375030518,2.26324725151062,2.2561886310577393,2.27032470703125,2.2561886310577393
2.238041877746582,2.2379729747772217,2.237419366836548,2.2367279529571533,2.2312123775482178,2.224362373352051,2.238041877746582,2.224362373352051
2.2404911518096924,2.2404181957244873,2.239834785461426,2.2391068935394287,2.233320951461792,2.2261881828308105,2.2404911518096924,2.2261881828308105
2.225778102874756,2.2256898880004883,2.2249839305877686,2.2241034507751465,2.2171168327331543,2.2085342407226562,2.225778102874756,2.2085342407226562
2.209681749343872,2.209549903869629,2.2084951400756836,2.207179307937622,2.19677472114563,2.1840717792510986,2.209681749343872,2.1840717792510986
2.154771327972412,2.154688835144043,2.1540257930755615,2.153198480606079,2.1466314792633057,2.138554096221924,2.154771327972412,2.138554096221924
2.126228094100952,2.126152515411377,2.12554669380188,2.124790906906128,2.1187925338745117,2.1114161014556885,2.126228094100952,2.1114161014556885
2.132002353668213,2.131887197494507,2.130965232849121,2.1298160552978516,2.1207728385925293,2.1098458766937256,2.132002353668213,2.1098458766937256
2.0320818424224854,2.0320093631744385,2.03143048286438,2.0307087898254395,2.024996519088745,2.0180115699768066,2.0320818424224854,2.0180115699768066
2.1025662422180176,2.1024022102355957,2.1010894775390625,2.0994577407836914,2.086745262145996,2.0717175006866455,2.1025662422180176,2.0717175006866455
